transaction_id,item_id,timestamp,location,platform,quantity,price
2021-04-12_USA_iHerb,Vitamin C,2021-04-12,USA,iHerb,159,38.67
2021-04-12_Canada_iHerb,Fish Oil,2021-04-12,Canada,iHerb,175,27.62
2021-04-12_UK_Amazon,Multivitamin,2021-04-12,UK,Amazon,141,36.68
2021-04-12_Canada_Walmart,Pre-Workout,2021-04-12,Canada,Walmart,157,35.63
2021-04-12_UK_Walmart,BCAA,2021-04-12,UK,Walmart,149,57.03
2021-04-12_Canada_iHerb,Creatine,2021-04-12,Canada,iHerb,150,18.42
2021-04-12_USA_iHerb,Zinc,2021-04-12,USA,iHerb,176,53.77
2021-04-12_Canada_Amazon,Collagen Peptides,2021-04-12,Canada,Amazon,151,34.01
2021-04-12_USA_iHerb,Magnesium,2021-04-12,USA,iHerb,153,55.05
2021-04-12_UK_Walmart,Ashwagandha,2021-04-12,UK,Walmart,131,16.05
2021-04-12_Canada_Walmart,Melatonin,2021-04-12,Canada,Walmart,146,14.46
2021-04-12_Canada_Walmart,Biotin,2021-04-12,Canada,Walmart,157,14.74
2021-04-12_Canada_Walmart,Green Tea Extract,2021-04-12,Canada,Walmart,147,11.23
2021-04-12_UK_Walmart,Iron Supplement,2021-04-12,UK,Walmart,142,18.12
2021-04-12_USA_Amazon,Electrolyte Powder,2021-04-12,USA,Amazon,140,44.53
2021-04-19_Canada_Walmart,Whey Protein,2021-04-19,Canada,Walmart,145,43.48
2021-04-19_USA_Amazon,Vitamin C,2021-04-19,USA,Amazon,153,32.33
2021-04-19_USA_iHerb,Fish Oil,2021-04-19,USA,iHerb,149,25.24
2021-04-19_USA_Walmart,Multivitamin,2021-04-19,USA,Walmart,158,44.5
2021-04-19_Canada_Amazon,Pre-Workout,2021-04-19,Canada,Amazon,149,15.03
2021-04-19_UK_Walmart,BCAA,2021-04-19,UK,Walmart,156,33.01
2021-04-19_USA_iHerb,Creatine,2021-04-19,USA,iHerb,139,23.98
2021-04-19_UK_iHerb,Zinc,2021-04-19,UK,iHerb,128,42.24
2021-04-19_USA_Walmart,Collagen Peptides,2021-04-19,USA,Walmart,152,42.54
2021-04-19_UK_Amazon,Magnesium,2021-04-19,UK,Amazon,148,40.2
2021-04-19_UK_Walmart,Ashwagandha,2021-04-19,UK,Walmart,154,21.26
2021-04-19_Canada_iHerb,Melatonin,2021-04-19,Canada,iHerb,145,28.41
2021-04-19_USA_iHerb,Biotin,2021-04-19,USA,iHerb,164,40.71
2021-04-19_Canada_Walmart,Green Tea Extract,2021-04-19,Canada,Walmart,150,34.86
2021-04-19_UK_Amazon,Iron Supplement,2021-04-19,UK,Amazon,166,27.15
2021-04-19_UK_Walmart,Electrolyte Powder,2021-04-19,UK,Walmart,150,43.93
2021-04-26_USA_Amazon,Whey Protein,2021-04-26,USA,Amazon,153,15.47
2021-04-26_Canada_iHerb,Vitamin C,2021-04-26,Canada,iHerb,152,13.92
2021-04-26_Canada_Walmart,Fish Oil,2021-04-26,Canada,Walmart,139,37.14
2021-04-26_UK_iHerb,Multivitamin,2021-04-26,UK,iHerb,134,57.32
2021-04-26_UK_Amazon,Pre-Workout,2021-04-26,UK,Amazon,154,51.85
2021-04-26_USA_Walmart,BCAA,2021-04-26,USA,Walmart,133,51.03
2021-04-26_Canada_Walmart,Creatine,2021-04-26,Canada,Walmart,161,28.47
2021-04-26_Canada_Amazon,Zinc,2021-04-26,Canada,Amazon,158,40.63
2021-04-26_UK_Amazon,Collagen Peptides,2021-04-26,UK,Amazon,155,14.23
2021-04-26_Canada_iHerb,Magnesium,2021-04-26,Canada,iHerb,150,45.06
2021-04-26_UK_Walmart,Ashwagandha,2021-04-26,UK,Walmart,147,19.59
2021-04-26_UK_Amazon,Melatonin,2021-04-26,UK,Amazon,141,45.2
2021-04-26_Canada_Walmart,Biotin,2021-04-26,Canada,Walmart,156,41.53
2021-04-26_Canada_Walmart,Green Tea Extract,2021-04-26,Canada,Walmart,150,50.53
2021-04-26_UK_Walmart,Iron Supplement,2021-04-26,UK,Walmart,133,35.02
2021-04-26_UK_iHerb,Electrolyte Powder,2021-04-26,UK,iHerb,151,47.32
2021-05-03_UK_Amazon,Whey Protein,2021-05-03,UK,Amazon,153,55.83
2021-05-03_UK_Amazon,Vitamin C,2021-05-03,UK,Amazon,146,16.01
2021-05-03_USA_Walmart,Fish Oil,2021-05-03,USA,Walmart,147,36.09
2021-05-03_Canada_Amazon,Multivitamin,2021-05-03,Canada,Amazon,164,54.74
2021-05-03_USA_Walmart,Pre-Workout,2021-05-03,USA,Walmart,139,59.87
2021-05-03_UK_iHerb,BCAA,2021-05-03,UK,iHerb,137,55.2
2021-05-03_Canada_Walmart,Creatine,2021-05-03,Canada,Walmart,138,26.82
2021-05-03_USA_iHerb,Zinc,2021-05-03,USA,iHerb,146,32.42
2021-05-03_UK_Amazon,Collagen Peptides,2021-05-03,UK,Amazon,165,17.86
2021-05-03_USA_Walmart,Magnesium,2021-05-03,USA,Walmart,155,32.02
2021-05-03_UK_Walmart,Ashwagandha,2021-05-03,UK,Walmart,150,26.28
2021-05-03_Canada_Amazon,Melatonin,2021-05-03,Canada,Amazon,120,41.17
2021-05-03_USA_Amazon,Biotin,2021-05-03,USA,Amazon,148,31.91
2021-05-03_UK_Amazon,Green Tea Extract,2021-05-03,UK,Amazon,157,20.01
2021-05-03_USA_Amazon,Iron Supplement,2021-05-03,USA,Amazon,128,13.66
2021-05-03_USA_Walmart,Electrolyte Powder,2021-05-03,USA,Walmart,160,43.47
2021-05-10_USA_Walmart,Whey Protein,2021-05-10,USA,Walmart,161,27.88
2021-05-10_USA_iHerb,Vitamin C,2021-05-10,USA,iHerb,157,27.12
2021-05-10_UK_Amazon,Fish Oil,2021-05-10,UK,Amazon,167,35.88
2021-05-10_USA_iHerb,Multivitamin,2021-05-10,USA,iHerb,184,12.67
2021-05-10_UK_Walmart,Pre-Workout,2021-05-10,UK,Walmart,154,14.68
2021-05-10_USA_iHerb,BCAA,2021-05-10,USA,iHerb,143,51.89
2021-05-10_UK_Amazon,Creatine,2021-05-10,UK,Amazon,141,56.8
2021-05-10_Canada_Amazon,Zinc,2021-05-10,Canada,Amazon,157,23.86
2021-05-10_Canada_Walmart,Collagen Peptides,2021-05-10,Canada,Walmart,155,12.46
2021-05-10_Canada_Amazon,Magnesium,2021-05-10,Canada,Amazon,160,52.04
2021-05-10_UK_iHerb,Ashwagandha,2021-05-10,UK,iHerb,140,13.62
2021-05-10_Canada_iHerb,Melatonin,2021-05-10,Canada,iHerb,171,59.28
2021-05-10_USA_Walmart,Biotin,2021-05-10,USA,Walmart,169,14.81
2021-05-10_Canada_iHerb,Green Tea Extract,2021-05-10,Canada,iHerb,151,17.06
2021-05-10_Canada_Walmart,Iron Supplement,2021-05-10,Canada,Walmart,130,55.73
2021-05-10_UK_Amazon,Electrolyte Powder,2021-05-10,UK,Amazon,129,18.2
2021-05-17_UK_Walmart,Whey Protein,2021-05-17,UK,Walmart,149,18.56
2021-05-17_Canada_Walmart,Vitamin C,2021-05-17,Canada,Walmart,156,44.41
2021-05-17_UK_Walmart,Fish Oil,2021-05-17,UK,Walmart,140,23.1
2021-05-17_UK_Amazon,Multivitamin,2021-05-17,UK,Amazon,138,14.39
2021-05-17_UK_iHerb,Pre-Workout,2021-05-17,UK,iHerb,156,24.13
2021-05-17_Canada_Walmart,BCAA,2021-05-17,Canada,Walmart,158,45.44
2021-05-17_Canada_iHerb,Creatine,2021-05-17,Canada,iHerb,144,27.05
2021-05-17_UK_iHerb,Zinc,2021-05-17,UK,iHerb,151,11.54
2021-05-17_UK_Walmart,Collagen Peptides,2021-05-17,UK,Walmart,176,27.1
2021-05-17_UK_Walmart,Magnesium,2021-05-17,UK,Walmart,153,20.97
2021-05-17_USA_Walmart,Ashwagandha,2021-05-17,USA,Walmart,158,56.84
2021-05-17_UK_iHerb,Melatonin,2021-05-17,UK,iHerb,141,16.15
2021-05-17_Canada_Walmart,Biotin,2021-05-17,Canada,Walmart,133,45.97
2021-05-17_USA_Amazon,Green Tea Extract,2021-05-17,USA,Amazon,124,31.58
2021-05-17_USA_Amazon,Iron Supplement,2021-05-17,USA,Amazon,141,55.3
2021-05-17_Canada_iHerb,Electrolyte Powder,2021-05-17,Canada,iHerb,146,46.38
2021-05-24_UK_Walmart,Whey Protein,2021-05-24,UK,Walmart,176,38.03
2021-05-24_USA_Amazon,Vitamin C,2021-05-24,USA,Amazon,147,53.83
2021-05-24_Canada_iHerb,Fish Oil,2021-05-24,Canada,iHerb,154,29.15
2021-05-24_UK_Amazon,Multivitamin,2021-05-24,UK,Amazon,148,33.23
2021-05-24_Canada_Walmart,Pre-Workout,2021-05-24,Canada,Walmart,163,15.92
2021-05-24_USA_Amazon,BCAA,2021-05-24,USA,Amazon,157,24.79
2021-05-24_USA_Walmart,Creatine,2021-05-24,USA,Walmart,147,16.82
2021-05-24_USA_iHerb,Zinc,2021-05-24,USA,iHerb,138,41.36
2021-05-24_USA_Amazon,Collagen Peptides,2021-05-24,USA,Amazon,138,27.89
2021-05-24_Canada_Walmart,Magnesium,2021-05-24,Canada,Walmart,168,37.18
2021-05-24_UK_iHerb,Ashwagandha,2021-05-24,UK,iHerb,155,12.7
2021-05-24_Canada_iHerb,Melatonin,2021-05-24,Canada,iHerb,167,51.13
2021-05-24_UK_iHerb,Biotin,2021-05-24,UK,iHerb,143,17.52
2021-05-24_USA_iHerb,Green Tea Extract,2021-05-24,USA,iHerb,148,52.44
2021-05-24_Canada_Amazon,Iron Supplement,2021-05-24,Canada,Amazon,141,38.85
2021-05-24_UK_iHerb,Electrolyte Powder,2021-05-24,UK,iHerb,162,59.6
2021-05-31_UK_iHerb,Whey Protein,2021-05-31,UK,iHerb,146,54.03
2021-05-31_Canada_iHerb,Vitamin C,2021-05-31,Canada,iHerb,122,22.24
2021-05-31_USA_Walmart,Fish Oil,2021-05-31,USA,Walmart,133,42.39
2021-05-31_USA_Walmart,Multivitamin,2021-05-31,USA,Walmart,129,23.03
2021-05-31_USA_Amazon,Pre-Workout,2021-05-31,USA,Amazon,160,51.09
2021-05-31_USA_iHerb,BCAA,2021-05-31,USA,iHerb,144,16.09
2021-05-31_USA_Amazon,Creatine,2021-05-31,USA,Amazon,145,28.18
2021-05-31_UK_Walmart,Zinc,2021-05-31,UK,Walmart,136,17.04
2021-05-31_Canada_Amazon,Collagen Peptides,2021-05-31,Canada,Amazon,173,57.51
2021-05-31_UK_Walmart,Magnesium,2021-05-31,UK,Walmart,151,51.58
2021-05-31_UK_iHerb,Ashwagandha,2021-05-31,UK,iHerb,167,16.45
2021-05-31_UK_Amazon,Melatonin,2021-05-31,UK,Amazon,155,55.29
2021-05-31_USA_Amazon,Biotin,2021-05-31,USA,Amazon,171,46.59
2021-05-31_UK_iHerb,Green Tea Extract,2021-05-31,UK,iHerb,139,20.99
2021-05-31_Canada_iHerb,Iron Supplement,2021-05-31,Canada,iHerb,161,49.61
2021-05-31_USA_Amazon,Electrolyte Powder,2021-05-31,USA,Amazon,140,25.74
2021-06-07_UK_iHerb,Whey Protein,2021-06-07,UK,iHerb,139,55.42
2021-06-07_UK_Walmart,Vitamin C,2021-06-07,UK,Walmart,157,56.13
2021-06-07_UK_iHerb,Fish Oil,2021-06-07,UK,iHerb,160,44.68
2021-06-07_UK_Walmart,Multivitamin,2021-06-07,UK,Walmart,148,21.06
2021-06-07_Canada_Amazon,Pre-Workout,2021-06-07,Canada,Amazon,149,32.82
2021-06-07_UK_Walmart,BCAA,2021-06-07,UK,Walmart,164,30.53
2021-06-07_USA_iHerb,Creatine,2021-06-07,USA,iHerb,163,36.22
2021-06-07_UK_Amazon,Zinc,2021-06-07,UK,Amazon,155,15.46
2021-06-07_UK_Walmart,Collagen Peptides,2021-06-07,UK,Walmart,141,27.32
2021-06-07_UK_Walmart,Magnesium,2021-06-07,UK,Walmart,141,45.25
2021-06-07_USA_iHerb,Ashwagandha,2021-06-07,USA,iHerb,158,53.51
2021-06-07_Canada_iHerb,Melatonin,2021-06-07,Canada,iHerb,157,29.88
2021-06-07_Canada_Walmart,Biotin,2021-06-07,Canada,Walmart,149,41.59
2021-06-07_UK_Walmart,Green Tea Extract,2021-06-07,UK,Walmart,144,38.53
2021-06-07_UK_iHerb,Iron Supplement,2021-06-07,UK,iHerb,159,51.66
2021-06-07_UK_iHerb,Electrolyte Powder,2021-06-07,UK,iHerb,153,34.3
2021-06-14_USA_Amazon,Whey Protein,2021-06-14,USA,Amazon,139,44.15
2021-06-14_Canada_iHerb,Vitamin C,2021-06-14,Canada,iHerb,159,54.21
2021-06-14_Canada_iHerb,Fish Oil,2021-06-14,Canada,iHerb,151,14.15
2021-06-14_USA_Amazon,Multivitamin,2021-06-14,USA,Amazon,153,59.41
2021-06-14_UK_Walmart,Pre-Workout,2021-06-14,UK,Walmart,162,19.93
2021-06-14_UK_Walmart,BCAA,2021-06-14,UK,Walmart,160,25.26
2021-06-14_Canada_iHerb,Creatine,2021-06-14,Canada,iHerb,147,46.56
2021-06-14_USA_iHerb,Zinc,2021-06-14,USA,iHerb,151,41.45
2021-06-14_USA_Walmart,Collagen Peptides,2021-06-14,USA,Walmart,142,16.35
2021-06-14_UK_Walmart,Magnesium,2021-06-14,UK,Walmart,140,40.43
2021-06-14_Canada_Walmart,Ashwagandha,2021-06-14,Canada,Walmart,157,29.81
2021-06-14_UK_Walmart,Melatonin,2021-06-14,UK,Walmart,142,45.18
2021-06-14_USA_iHerb,Biotin,2021-06-14,USA,iHerb,178,25.19
2021-06-14_UK_Amazon,Green Tea Extract,2021-06-14,UK,Amazon,141,51.19
2021-06-14_Canada_iHerb,Iron Supplement,2021-06-14,Canada,iHerb,161,45.6
2021-06-14_USA_Amazon,Electrolyte Powder,2021-06-14,USA,Amazon,134,34.05
2021-06-21_Canada_Walmart,Whey Protein,2021-06-21,Canada,Walmart,123,31.81
2021-06-21_UK_Walmart,Vitamin C,2021-06-21,UK,Walmart,162,24.92
2021-06-21_Canada_Amazon,Fish Oil,2021-06-21,Canada,Amazon,140,12.02
2021-06-21_USA_Walmart,Multivitamin,2021-06-21,USA,Walmart,136,59.79
2021-06-21_UK_Amazon,Pre-Workout,2021-06-21,UK,Amazon,151,53.67
2021-06-21_UK_Walmart,BCAA,2021-06-21,UK,Walmart,139,25.83
2021-06-21_USA_iHerb,Creatine,2021-06-21,USA,iHerb,153,19.56
2021-06-21_Canada_Amazon,Zinc,2021-06-21,Canada,Amazon,146,22.75
2021-06-21_Canada_Amazon,Collagen Peptides,2021-06-21,Canada,Amazon,143,18.7
2021-06-21_Canada_Walmart,Magnesium,2021-06-21,Canada,Walmart,152,35.33
2021-06-21_UK_Amazon,Ashwagandha,2021-06-21,UK,Amazon,142,53.56
2021-06-21_USA_iHerb,Melatonin,2021-06-21,USA,iHerb,168,37.57
2021-06-21_USA_Amazon,Biotin,2021-06-21,USA,Amazon,153,20.15
2021-06-21_UK_iHerb,Green Tea Extract,2021-06-21,UK,iHerb,153,37.4
2021-06-21_UK_Walmart,Iron Supplement,2021-06-21,UK,Walmart,155,45.51
2021-06-21_USA_iHerb,Electrolyte Powder,2021-06-21,USA,iHerb,147,43.47
2021-06-28_UK_Walmart,Whey Protein,2021-06-28,UK,Walmart,170,56.07
2021-06-28_UK_Amazon,Vitamin C,2021-06-28,UK,Amazon,154,52.99
2021-06-28_USA_Walmart,Fish Oil,2021-06-28,USA,Walmart,154,14.28
2021-06-28_UK_Walmart,Multivitamin,2021-06-28,UK,Walmart,145,44.8
2021-06-28_USA_Amazon,Pre-Workout,2021-06-28,USA,Amazon,127,36.03
2021-06-28_UK_iHerb,BCAA,2021-06-28,UK,iHerb,147,11.32
2021-06-28_USA_Walmart,Creatine,2021-06-28,USA,Walmart,166,39.39
2021-06-28_Canada_iHerb,Zinc,2021-06-28,Canada,iHerb,150,44.66
2021-06-28_USA_Walmart,Collagen Peptides,2021-06-28,USA,Walmart,160,40.88
2021-06-28_Canada_iHerb,Magnesium,2021-06-28,Canada,iHerb,163,22.95
2021-06-28_USA_Walmart,Ashwagandha,2021-06-28,USA,Walmart,119,18.93
2021-06-28_USA_Walmart,Melatonin,2021-06-28,USA,Walmart,150,23.53
2021-06-28_USA_Amazon,Biotin,2021-06-28,USA,Amazon,146,53.35
2021-06-28_Canada_iHerb,Green Tea Extract,2021-06-28,Canada,iHerb,150,44.81
2021-06-28_Canada_iHerb,Iron Supplement,2021-06-28,Canada,iHerb,134,53.21
2021-06-28_Canada_Walmart,Electrolyte Powder,2021-06-28,Canada,Walmart,154,31.59
2021-07-05_UK_iHerb,Whey Protein,2021-07-05,UK,iHerb,175,33.13
2021-07-05_Canada_Walmart,Vitamin C,2021-07-05,Canada,Walmart,152,33.39
2021-07-05_UK_Amazon,Fish Oil,2021-07-05,UK,Amazon,162,33.39
2021-07-05_USA_Amazon,Multivitamin,2021-07-05,USA,Amazon,152,25.86
2021-07-05_UK_Amazon,Pre-Workout,2021-07-05,UK,Amazon,123,50.63
2021-07-05_USA_Amazon,BCAA,2021-07-05,USA,Amazon,148,48.18
2021-07-05_Canada_iHerb,Creatine,2021-07-05,Canada,iHerb,154,17.82
2021-07-05_UK_iHerb,Zinc,2021-07-05,UK,iHerb,159,29.41
2021-07-05_Canada_Amazon,Collagen Peptides,2021-07-05,Canada,Amazon,153,35.75
2021-07-05_USA_Amazon,Magnesium,2021-07-05,USA,Amazon,165,34.58
2021-07-05_Canada_Walmart,Ashwagandha,2021-07-05,Canada,Walmart,153,40.3
2021-07-05_USA_Walmart,Melatonin,2021-07-05,USA,Walmart,158,45.21
2021-07-05_Canada_Amazon,Biotin,2021-07-05,Canada,Amazon,150,39.17
2021-07-05_USA_Walmart,Green Tea Extract,2021-07-05,USA,Walmart,139,22.08
2021-07-05_Canada_Amazon,Iron Supplement,2021-07-05,Canada,Amazon,148,27.51
2021-07-05_USA_iHerb,Electrolyte Powder,2021-07-05,USA,iHerb,152,17.49
2021-07-12_Canada_iHerb,Whey Protein,2021-07-12,Canada,iHerb,140,16.52
2021-07-12_UK_Walmart,Vitamin C,2021-07-12,UK,Walmart,134,39.39
2021-07-12_Canada_Amazon,Fish Oil,2021-07-12,Canada,Amazon,182,32.5
2021-07-12_Canada_Walmart,Multivitamin,2021-07-12,Canada,Walmart,147,20.34
2021-07-12_USA_iHerb,Pre-Workout,2021-07-12,USA,iHerb,137,38.25
2021-07-12_USA_Amazon,BCAA,2021-07-12,USA,Amazon,161,15.75
2021-07-12_UK_Walmart,Creatine,2021-07-12,UK,Walmart,176,42.14
2021-07-12_USA_iHerb,Zinc,2021-07-12,USA,iHerb,144,55.07
2021-07-12_UK_Walmart,Collagen Peptides,2021-07-12,UK,Walmart,148,24.75
2021-07-12_Canada_iHerb,Magnesium,2021-07-12,Canada,iHerb,142,18.56
2021-07-12_Canada_Walmart,Ashwagandha,2021-07-12,Canada,Walmart,130,42.68
2021-07-12_UK_Walmart,Melatonin,2021-07-12,UK,Walmart,173,48.29
2021-07-12_USA_iHerb,Biotin,2021-07-12,USA,iHerb,140,50.52
2021-07-12_Canada_Walmart,Green Tea Extract,2021-07-12,Canada,Walmart,174,58.9
2021-07-12_Canada_iHerb,Iron Supplement,2021-07-12,Canada,iHerb,137,31.22
2021-07-12_UK_Walmart,Electrolyte Powder,2021-07-12,UK,Walmart,190,46.67
2021-07-19_UK_Walmart,Whey Protein,2021-07-19,UK,Walmart,170,19.28
2021-07-19_UK_iHerb,Vitamin C,2021-07-19,UK,iHerb,157,22.61
2021-07-19_Canada_Amazon,Fish Oil,2021-07-19,Canada,Amazon,148,32.62
2021-07-19_USA_Walmart,Multivitamin,2021-07-19,USA,Walmart,147,11.13
2021-07-19_USA_iHerb,Pre-Workout,2021-07-19,USA,iHerb,157,55.48
2021-07-19_UK_Walmart,BCAA,2021-07-19,UK,Walmart,161,26.19
2021-07-19_UK_Amazon,Creatine,2021-07-19,UK,Amazon,149,39.29
2021-07-19_Canada_Walmart,Zinc,2021-07-19,Canada,Walmart,156,35.68
2021-07-19_USA_iHerb,Collagen Peptides,2021-07-19,USA,iHerb,146,55.73
2021-07-19_USA_Walmart,Magnesium,2021-07-19,USA,Walmart,147,43.98
2021-07-19_Canada_Amazon,Ashwagandha,2021-07-19,Canada,Amazon,160,18.53
2021-07-19_Canada_iHerb,Melatonin,2021-07-19,Canada,iHerb,167,37.1
2021-07-19_UK_iHerb,Biotin,2021-07-19,UK,iHerb,148,29.66
2021-07-19_USA_Walmart,Green Tea Extract,2021-07-19,USA,Walmart,141,13.49
2021-07-19_USA_iHerb,Iron Supplement,2021-07-19,USA,iHerb,144,23.5
2021-07-19_USA_iHerb,Electrolyte Powder,2021-07-19,USA,iHerb,139,33.52
2021-07-26_UK_Amazon,Whey Protein,2021-07-26,UK,Amazon,150,52.37
2021-07-26_Canada_iHerb,Vitamin C,2021-07-26,Canada,iHerb,169,37.14
2021-07-26_Canada_Amazon,Fish Oil,2021-07-26,Canada,Amazon,151,30.92
2021-07-26_USA_iHerb,Multivitamin,2021-07-26,USA,iHerb,136,30.4
2021-07-26_UK_Amazon,Pre-Workout,2021-07-26,UK,Amazon,155,30.91
2021-07-26_USA_Walmart,BCAA,2021-07-26,USA,Walmart,132,57.52
2021-07-26_USA_iHerb,Creatine,2021-07-26,USA,iHerb,150,11.02
2021-07-26_UK_Walmart,Zinc,2021-07-26,UK,Walmart,165,44.34
2021-07-26_Canada_iHerb,Collagen Peptides,2021-07-26,Canada,iHerb,142,50.02
2021-07-26_Canada_Amazon,Magnesium,2021-07-26,Canada,Amazon,154,31.25
2021-07-26_UK_Walmart,Ashwagandha,2021-07-26,UK,Walmart,151,32.01
2021-07-26_UK_Walmart,Melatonin,2021-07-26,UK,Walmart,139,30.64
2021-07-26_UK_Walmart,Biotin,2021-07-26,UK,Walmart,145,36.86
2021-07-26_UK_Amazon,Green Tea Extract,2021-07-26,UK,Amazon,167,30.6
2021-07-26_Canada_iHerb,Iron Supplement,2021-07-26,Canada,iHerb,152,45.35
2021-07-26_UK_iHerb,Electrolyte Powder,2021-07-26,UK,iHerb,134,20.71
2021-08-02_Canada_iHerb,Whey Protein,2021-08-02,Canada,iHerb,135,36.69
2021-08-02_USA_Amazon,Vitamin C,2021-08-02,USA,Amazon,162,40.31
2021-08-02_USA_iHerb,Fish Oil,2021-08-02,USA,iHerb,143,21.15
2021-08-02_USA_Amazon,Multivitamin,2021-08-02,USA,Amazon,156,10.6
2021-08-02_UK_iHerb,Pre-Workout,2021-08-02,UK,iHerb,149,56.4
2021-08-02_UK_iHerb,BCAA,2021-08-02,UK,iHerb,140,35.22
2021-08-02_Canada_Amazon,Creatine,2021-08-02,Canada,Amazon,127,50.3
2021-08-02_UK_iHerb,Zinc,2021-08-02,UK,iHerb,147,52.26
2021-08-02_Canada_iHerb,Collagen Peptides,2021-08-02,Canada,iHerb,167,25.66
2021-08-02_UK_iHerb,Magnesium,2021-08-02,UK,iHerb,146,46.22
2021-08-02_USA_iHerb,Ashwagandha,2021-08-02,USA,iHerb,145,18.8
2021-08-02_USA_Walmart,Melatonin,2021-08-02,USA,Walmart,148,59.1
2021-08-02_UK_Walmart,Biotin,2021-08-02,UK,Walmart,130,39.97
2021-08-02_UK_iHerb,Green Tea Extract,2021-08-02,UK,iHerb,124,35.24
2021-08-02_UK_Amazon,Iron Supplement,2021-08-02,UK,Amazon,133,40.49
2021-08-02_UK_Amazon,Electrolyte Powder,2021-08-02,UK,Amazon,165,26.38
2021-08-09_UK_Walmart,Whey Protein,2021-08-09,UK,Walmart,151,18.22
2021-08-09_Canada_iHerb,Vitamin C,2021-08-09,Canada,iHerb,134,18.51
2021-08-09_Canada_iHerb,Fish Oil,2021-08-09,Canada,iHerb,152,57.39
2021-08-09_UK_iHerb,Multivitamin,2021-08-09,UK,iHerb,140,26.95
2021-08-09_Canada_Walmart,Pre-Workout,2021-08-09,Canada,Walmart,143,38.32
2021-08-09_USA_iHerb,BCAA,2021-08-09,USA,iHerb,159,43.41
2021-08-09_Canada_Walmart,Creatine,2021-08-09,Canada,Walmart,135,31.86
2021-08-09_USA_Walmart,Zinc,2021-08-09,USA,Walmart,150,33.83
2021-08-09_Canada_Walmart,Collagen Peptides,2021-08-09,Canada,Walmart,157,30.74
2021-08-09_USA_iHerb,Magnesium,2021-08-09,USA,iHerb,133,30.1
2021-08-09_Canada_Amazon,Ashwagandha,2021-08-09,Canada,Amazon,156,39.31
2021-08-09_UK_Walmart,Melatonin,2021-08-09,UK,Walmart,144,59.64
2021-08-09_USA_iHerb,Biotin,2021-08-09,USA,iHerb,167,42.51
2021-08-09_UK_iHerb,Green Tea Extract,2021-08-09,UK,iHerb,141,30.54
2021-08-09_Canada_iHerb,Iron Supplement,2021-08-09,Canada,iHerb,176,35.15
2021-08-09_Canada_Amazon,Electrolyte Powder,2021-08-09,Canada,Amazon,122,52.68
2021-08-16_UK_Walmart,Whey Protein,2021-08-16,UK,Walmart,173,31.95
2021-08-16_Canada_iHerb,Vitamin C,2021-08-16,Canada,iHerb,149,44.49
2021-08-16_Canada_iHerb,Fish Oil,2021-08-16,Canada,iHerb,139,38.71
2021-08-16_Canada_Walmart,Multivitamin,2021-08-16,Canada,Walmart,154,44.76
2021-08-16_USA_iHerb,Pre-Workout,2021-08-16,USA,iHerb,155,55.85
2021-08-16_Canada_iHerb,BCAA,2021-08-16,Canada,iHerb,133,26.65
2021-08-16_UK_Walmart,Creatine,2021-08-16,UK,Walmart,153,11.71
2021-08-16_UK_Amazon,Zinc,2021-08-16,UK,Amazon,157,44.91
2021-08-16_UK_Walmart,Collagen Peptides,2021-08-16,UK,Walmart,141,59.02
2021-08-16_UK_Amazon,Magnesium,2021-08-16,UK,Amazon,135,38.93
2021-08-16_USA_iHerb,Ashwagandha,2021-08-16,USA,iHerb,145,49.03
2021-08-16_USA_Walmart,Melatonin,2021-08-16,USA,Walmart,154,41.44
2021-08-16_USA_iHerb,Biotin,2021-08-16,USA,iHerb,159,53.62
2021-08-16_Canada_Amazon,Green Tea Extract,2021-08-16,Canada,Amazon,149,51.46
2021-08-16_USA_Walmart,Iron Supplement,2021-08-16,USA,Walmart,151,40.76
2021-08-16_USA_Amazon,Electrolyte Powder,2021-08-16,USA,Amazon,153,18.21
2021-08-23_UK_Walmart,Whey Protein,2021-08-23,UK,Walmart,146,18.57
2021-08-23_Canada_Amazon,Vitamin C,2021-08-23,Canada,Amazon,155,54.68
2021-08-23_USA_Walmart,Fish Oil,2021-08-23,USA,Walmart,149,53.18
2021-08-23_USA_iHerb,Multivitamin,2021-08-23,USA,iHerb,165,56.54
2021-08-23_UK_Amazon,Pre-Workout,2021-08-23,UK,Amazon,142,10.27
2021-08-23_USA_Walmart,BCAA,2021-08-23,USA,Walmart,143,52.57
2021-08-23_Canada_Walmart,Creatine,2021-08-23,Canada,Walmart,141,32.53
2021-08-23_USA_Walmart,Zinc,2021-08-23,USA,Walmart,156,46.81
2021-08-23_Canada_Amazon,Collagen Peptides,2021-08-23,Canada,Amazon,133,23.75
2021-08-23_USA_iHerb,Magnesium,2021-08-23,USA,iHerb,152,46.02
2021-08-23_Canada_Walmart,Ashwagandha,2021-08-23,Canada,Walmart,160,41.87
2021-08-23_USA_Amazon,Melatonin,2021-08-23,USA,Amazon,157,57.13
2021-08-23_UK_Amazon,Biotin,2021-08-23,UK,Amazon,141,27.02
2021-08-23_Canada_iHerb,Green Tea Extract,2021-08-23,Canada,iHerb,150,58.89
2021-08-23_USA_Amazon,Iron Supplement,2021-08-23,USA,Amazon,170,46.25
2021-08-23_Canada_Amazon,Electrolyte Powder,2021-08-23,Canada,Amazon,144,38.91
2021-08-30_USA_Walmart,Whey Protein,2021-08-30,USA,Walmart,142,14.19
